gemeente;gemeente_id;bureau_id;bureau_label;bureau_zip_opgezocht;Lat;Long;total_counted;cast;percentage_gestemd;percentage_gestemd_95_100;percentage_gestemd_65_95;percentage_gestemd_tot_65;aantal_niet_gestemd;VVD;PvDA;PVV;SP;CDA;D66;CU;GL;SGP;PvdD;50PLUS;OndernemersPartij;VNL (VoorNederland);DENK;Forum voor Democratie;De Burger Beweging;Vrijzinnige Partij;GeenPeil;Piratenpartij;Libertarische Partij (LP);Lokaal in de Kamer;Artikel 1;grootste_partij_w;tweede_grootste_partij_w;derde_grootste_partij_w;grootste_partij;tweede_grootste_partij;derde_grootste_partij;INWONER;MAN;VROUW;INW_014;INW_1524;INW_2544;INW_4564;INW_65PL;P_NL_ACHTG;P_WE_MIG_A;P_NW_MIG_A;AANTAL_HH;TOTHH_EENP;TOTHH_MPZK;HH_EENOUD;HH_TWEEOUD;GEM_HH_GR;WONING;WONVOOR45;WON_4564;WON_6574;WON_7584;WON_8594;WON_9504;WON_0514;WON_1524;P_HUURWON;P_KOOPWON;WON_HCORP;WON_MRGEZ;WON_NBEW;WOZWONING;G_GAS_WON;G_ELEK_WON
Amsterdam;;;129  Woonzorgcentrum Kastanjehof;1092LA;52,35855059;4,923104514;1171;1275;0,918431373;0;1;0;1;156;113;51;84;19;237;11;277;2;78;14;1;0;85;7;3;0;0;3;0;0;28;8;6;1;GL;D66;VVD;45;20;25;;;;10;35;90;;;;;;;;;25;;;;;25;;;;;;;25;20;;1280;
Amsterdam;;;130  Panama Amsterdam;1019BM;52,37457878;4,932832631;993;1460;0,680136986;0;1;0;1;232;77;26;23;11;268;12;233;2;58;5;2;4;11;15;0;1;0;5;0;0;7;6;8;1;D66;GL;VVD;35;20;20;5;;;15;10;50;10;40;20;10;5;;;2,1;15;15;;;;;;;;;;;15;;387;1580;2770
Amsterdam;;;131  Multicultureel Centrum;1091XN;52,35311725;4,917094719;1132;1359;0,832965416;0;1;0;5;88;84;61;63;18;171;11;251;2;71;4;1;1;246;8;2;0;1;7;0;0;41;8;14;6;GL;DENK;D66;45;25;20;5;;25;10;;70;30;;25;15;5;;;1,6;25;25;;;;;;;;30;70;;25;;188;1060;1800
Amsterdam;;;132  Cygnus Gymnasium;1091VG;52,35531703;4,915342006;945;1614;0,585501859;0;0;1;4;117;62;33;44;17;208;6;278;1;74;12;0;1;50;10;2;0;0;3;0;0;25;8;6;1;GL;D66;VVD;95;45;45;10;5;40;25;10;70;20;10;55;25;20;5;5;1,7;55;20;10;;;;25;;;40;60;10;55;;268;880;2120
Amsterdam;;;134  Buurtcentrum Kraaipan;1091LX;52,35112378;4,917212012;710;1305;0,544061303;0;0;1;1;71;50;39;45;9;129;8;170;0;52;12;0;1;81;5;1;0;0;6;2;0;26;8;6;14;GL;D66;DENK;80;25;50;;;;25;55;30;10;60;45;35;10;;;1,2;45;;;;;;;45;;100;;;45;;281;650;1750
Amsterdam;;;135  Montessori College Oost;1093KL;52,35813801;4,930385933;687;1379;0,498187092;0;0;1;0;73;53;25;35;16;150;15;182;2;49;4;0;0;44;4;0;0;4;7;0;1;23;8;6;1;GL;D66;VVD;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;137  Q-Factory;1093NE;52,35740023;4,930741885;2951;2827;1;1;0;0;6;396;271;107;144;69;682;31;820;1;195;26;1;2;118;29;0;0;2;15;0;0;38;8;6;1;GL;D66;VVD;35;25;10;;30;;;;20;;80;35;30;;;;1,1;;;;;;;;;;;;;;;;;
Amsterdam;;;140  Sporthal Wethouder Verheij;1093KP;52,3574816;4,929048511;1140;1380;0,826086957;0;1;0;1;156;116;63;78;27;225;9;276;0;56;19;1;0;69;7;0;0;0;11;1;0;25;8;6;1;GL;D66;VVD;255;120;135;25;20;100;75;40;50;10;40;150;70;45;10;15;1,7;145;;;;;;;75;70;50;50;;145;;290;450;1950
Amsterdam;;;141  Servicepunt Het Brinkhuis;1097TM;52,33914966;4,94290198;1718;2504;0,686102236;0;1;0;3;158;119;321;221;51;184;17;283;2;154;74;4;5;60;17;1;0;0;11;1;0;29;3;8;4;PVV;GL;SP;25;10;15;5;;10;5;;40;;50;10;;;;;2,1;10;10;;;;;;;;;;;;;247;1220;2370
Amsterdam;;;145  Huize Frankendael;1097BS;52,35024718;4,935624862;2025;1448;1;1;0;0;4;272;217;42;88;60;548;16;568;1;140;17;0;1;6;23;0;0;1;13;0;0;11;8;6;1;GL;D66;VVD;40;20;15;10;5;10;10;;80;20;;20;10;;;5;2;15;5;5;;;;;;;40;60;;5;;582;1320;2970
Amsterdam;;;147  Eetcafe Oerknal;1098XH;52,35563322;4,957199968;1822;1571;1;1;0;0;0;142;102;15;31;35;501;15;770;2;120;2;0;6;1;32;0;1;1;24;0;0;18;8;6;1;GL;D66;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;148  Koningskerk;1097KD;52,34776154;4,933611607;673;1111;0,605760576;0;0;1;0;119;63;80;49;28;88;11;125;1;43;4;13;5;13;12;1;0;2;3;1;1;11;8;1;6;GL;VVD;D66;30;15;15;;;15;5;5;60;;30;20;10;5;;;1,5;20;;15;;;;;;;;;;15;;138;780;1400
Amsterdam;;;149  Het Spectrum - James Wattstraat 10;1097DM;52,35157264;4,924250985;983;1540;0,638311688;0;0;1;1;145;92;38;54;24;245;7;247;0;55;12;0;0;37;11;0;0;0;3;0;0;13;8;6;1;GL;D66;VVD;40;20;20;;15;15;5;;50;30;20;25;15;5;;;1,5;15;5;10;;;;;;;80;;;15;;330;1250;2120
Amsterdam;;;150  BIKO;1092GN;52,3553967;4,923020153;1286;1593;0,807281858;0;1;0;2;131;83;60;59;20;222;13;331;0;91;19;0;8;198;7;0;0;0;6;0;0;36;8;6;14;GL;D66;DENK;50;25;25;15;;25;5;;60;20;30;25;10;;;5;2,1;20;20;;;;;;;;70;30;10;20;;287;1040;2050
Amsterdam;;;151  Frankendael, locatie Von Liebigweg;1097RP;52,34182126;4,926244565;791;1346;0,587667162;0;0;1;2;76;97;115;78;27;96;11;134;1;56;27;2;5;35;11;0;0;0;5;1;0;13;8;3;2;GL;PVV;PvDA;45;15;30;10;10;5;15;10;70;;30;15;;;;10;2,9;15;;15;;;;;;;80;;10;;;292;1600;2790
Amsterdam;;;152  Tugelahuis;1092VJ;52,35585637;4,921445462;720;1323;0,544217687;0;0;1;2;49;52;26;48;19;132;6;179;1;47;9;0;1;110;3;1;0;2;6;0;0;28;8;6;14;GL;D66;DENK;30;15;15;;;10;10;5;20;;70;20;10;;;;1,6;20;20;;;;;;;;;;;20;;230;1310;1320
Amsterdam;;;153  Buurtcentrum Oosterpark;1092CW;52,35743264;4,919948079;900;1527;0,589390963;0;0;1;2;106;69;20;44;10;177;14;228;1;80;10;0;0;87;9;0;1;1;7;0;0;32;8;6;1;GL;D66;VVD;25;15;10;10;;15;;;80;;;10;;;;5;2,4;10;;;;;;;10;;;;;10;;394;1020;2820
Amsterdam;;;154  Scouting Oost 1;1098SM;52,34990693;4,950471526;1110;1607;0,690728065;0;1;0;2;142;131;77;81;45;237;17;241;0;76;28;0;3;9;12;0;0;0;5;0;0;6;8;6;1;GL;D66;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;155  Het Spectrum - James Wattstraat 10;1097DM;52,35157264;4,924250985;720;1503;0,479041916;0;0;1;2;103;53;24;33;17;169;5;215;1;39;6;1;0;32;11;0;0;0;2;0;0;9;8;6;1;GL;D66;VVD;40;20;20;;15;15;5;;50;30;20;25;15;5;;;1,5;15;5;10;;;;;;;80;;;15;;330;1250;2120
Amsterdam;;;156  ZGAO De Open Hof;1097PP;52,34481366;4,926596618;1088;1287;0,845376845;0;1;0;5;142;106;84;116;48;183;12;211;3;75;32;0;4;23;19;1;1;3;7;0;0;14;8;6;1;GL;D66;VVD;95;35;60;;;;5;80;90;10;;5;;;;;2;5;5;;;;;;;;;;;;;307;1580;2150
Amsterdam;;;157  Koningskerk;1097KD;52,34776154;4,933611607;760;1266;0,600315956;0;0;1;0;86;93;63;64;36;123;15;144;0;55;29;1;1;24;4;0;1;0;1;0;0;18;8;6;2;GL;D66;PvDA;30;15;15;;;15;5;5;60;;30;20;10;5;;;1,5;20;;15;;;;;;;;;;15;;138;780;1400
Amsterdam;;;158  Hogeschool van Amsterdam, Leeuwenburg;1097DZ;52,34600756;4,916238745;2330;2008;1;1;0;0;2;421;132;63;84;61;607;26;617;5;101;13;2;8;86;41;0;0;0;31;1;0;29;8;6;1;GL;D66;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;160  Waternet;1096AC;52,34052136;4,916978754;1195;1742;0,685993111;0;1;0;2;212;76;30;34;33;355;12;289;1;77;9;1;1;13;19;0;1;2;15;0;0;12;6;8;1;D66;GL;VVD;20;10;10;5;;5;5;;80;;;10;;;;;2,4;5;;;;;;;5;;;;;5;;446;0;3440
Amsterdam;;;161  Weesper;1091ET;52,34911747;4,913064303;1341;1234;1;1;0;0;2;275;93;36;53;34;390;8;315;4;88;6;0;3;6;12;0;0;0;7;1;0;9;6;8;1;D66;GL;VVD;30;15;15;;;10;10;10;60;20;20;15;5;5;;;1,8;15;15;;;;;;;;;;;15;;353;1200;2700
Amsterdam;;;162  Grand Cafe Frankendael;1097BT;52,34909361;4,937540178;1405;1358;1;1;0;0;1;236;152;63;68;51;333;22;321;2;61;26;1;2;11;32;0;0;3;7;0;0;13;6;8;1;D66;GL;VVD;50;20;30;5;15;5;15;10;70;;20;25;10;5;;10;2,2;20;20;;;;;;;;60;30;10;15;;613;2190;4180
Amsterdam;;;163  Onze Lieve Vrouwe Gasthuis;1091AC;52,35992833;4,915928418;2032;1553;1;1;0;0;1;264;186;74;155;51;418;23;476;3;117;28;2;4;136;26;1;1;2;0;0;0;62;8;6;1;GL;D66;VVD;60;20;40;10;10;25;10;5;70;30;;40;25;5;;;1,5;35;35;;;;;;;;90;;;35;;365;1080;2780
Amsterdam;;;165  Wibautcollege;1097DN;52,34594205;4,918791764;194;248;0,782258065;0;1;0;0;29;4;3;15;9;52;3;47;0;11;0;0;0;9;5;0;0;0;1;2;0;4;6;8;1;D66;GL;VVD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;166  Muiderkerk;1093EG;52,36121566;4,924884489;1361;1376;0,989098837;1;0;0;3;163;85;42;74;14;308;17;413;0;113;18;1;1;52;19;0;0;1;13;0;0;27;8;6;1;GL;D66;VVD;50;25;25;5;;15;10;10;80;20;;30;20;5;;;1,7;25;25;;;;;;;;50;50;;25;;391;1650;2210
Amsterdam;;;169  Het Parkhuis;1098WD;52,3434639;4,948009358;1092;1209;0,903225806;0;1;0;2;153;144;56;62;49;229;10;234;0;53;25;0;2;38;11;1;1;0;2;0;1;21;8;6;1;GL;D66;VVD;110;50;60;20;15;20;30;20;30;10;60;45;15;10;10;10;2,4;45;;;;;;45;;;100;;;45;;278;0;2970
Amsterdam;;;200  Vrije Universiteit Amsterdam;1081HV;52,33410997;4,86552041;1978;873;1;1;0;0;2;384;86;29;53;66;586;48;466;5;90;6;0;1;92;35;0;0;0;7;0;0;23;6;8;1;D66;GL;VVD;25;10;15;;;20;;;;;;20;15;;;;1,2;;;;;;;;;;;;;;;;;
Amsterdam;;;201  Doven Ontmoetings Centrum;1073AV;52,35762336;4,895609114;1277;2074;0,615718419;0;0;1;2;254;83;50;82;27;288;5;291;1;118;12;1;3;29;15;0;0;0;6;0;2;8;8;6;1;GL;D66;VVD;40;25;15;;5;20;10;;60;40;;25;15;10;;;1,5;25;25;;;;;;;;60;40;;25;;398;900;2120
Amsterdam;;;203  V.B.S.K. Albert Cuyp;1073BH;52,35688522;4,898154117;1359;1230;1;1;0;0;1;248;99;50;69;18;328;5;353;0;95;12;2;2;25;26;0;0;1;13;2;0;9;8;6;1;GL;D66;VVD;40;20;20;;10;25;5;;70;20;;30;25;5;;;1,3;35;35;;;;;;;;80;20;;35;;195;660;1360
Amsterdam;;;204  Jan van der Heijdenhuis;1074XR;52,35597623;4,901966385;1435;2323;0,617735687;0;0;1;2;327;89;48;71;25;369;17;317;0;115;8;0;4;17;11;0;1;0;5;0;0;8;6;1;8;D66;VVD;GL;40;20;20;10;10;20;;;50;40;;25;15;;;;1,8;20;20;;;;;;;;80;;;20;;258;830;2030
Amsterdam;;;206  Oranjekerk;1073TK;52,35284535;4,895890081;2766;3073;0,900097624;0;1;0;4;526;219;87;151;63;649;22;616;3;241;27;4;6;62;42;1;0;1;16;0;0;26;6;8;1;D66;GL;VVD;55;20;35;5;10;15;15;10;60;20;10;35;20;5;;;1,7;30;30;;;;;;;;70;30;;30;;319;880;2200
Amsterdam;;;209  Berlage Lyceum;1073KJ;52,34923764;4,899769457;945;1393;0,67839196;0;1;0;3;104;79;39;93;18;174;7;200;0;106;17;2;1;57;7;0;0;0;4;1;0;33;8;6;10;GL;D66;PvdD;30;10;20;10;;15;;5;70;20;20;20;10;;;;1,8;15;15;;;;;;;;;;;15;;252;990;1910
Amsterdam;;;210  NH Museum Quarter;1071XL;52,35438011;4,886251366;936;1485;0,63030303;0;0;1;2;278;78;26;38;29;227;10;168;1;45;8;1;0;4;11;0;1;0;6;0;1;3;1;6;8;VVD;D66;GL;25;15;10;;;10;;;50;30;20;15;5;;;;1,7;20;20;;;;;;;;80;;;20;5;290;740;1370
Amsterdam;;;211  VUmc;1081HV;52,33410997;4,86552041;1500;1914;0,78369906;0;1;0;6;288;108;33;54;52;475;30;314;1;65;13;0;4;40;7;0;0;0;7;0;0;8;6;8;1;D66;GL;VVD;25;10;15;;;20;;;;;;20;15;;;;1,2;;;;;;;;;;;;;;;;;
Amsterdam;;;212  Mixtup;1072BD;52,357511;4,890013703;1282;1459;0,87868403;0;1;0;1;247;112;50;58;16;313;6;304;1;113;7;0;4;10;22;1;0;0;9;1;0;6;6;8;1;D66;GL;VVD;40;25;20;;;25;5;5;50;20;40;30;15;10;;;1,5;25;25;;;;;;;;80;20;;25;;306;1050;2080
Amsterdam;;;213  De Edelsteen;1074HA;52,35051346;4,905270335;1993;2919;0,682768071;0;1;0;3;255;152;126;168;42;369;18;451;3;149;21;0;5;148;16;2;1;0;10;0;0;51;8;6;1;GL;D66;VVD;15;5;10;;;;5;;50;;40;10;5;;;;1,8;10;10;;;;;;;;;;;10;;265;1310;2040
Amsterdam;;;215  Senioren bewonersruimte;1074EC;52,35533377;4,903452832;1123;1505;0,746179402;0;1;0;4;187;83;53;63;36;276;10;266;3;78;20;1;2;19;11;0;2;0;2;1;0;9;6;8;1;D66;GL;VVD;50;20;30;5;10;20;10;10;60;30;20;35;20;10;;;1,5;30;20;;;;;15;;;70;30;;30;;280;850;1830
Amsterdam;;;217  3e Daltonschool hoofdgebouw;1073TN;52,35337584;4,898968419;1412;1512;0,933862434;0;1;0;1;265;104;41;93;26;342;14;297;0;120;8;0;0;32;12;0;0;0;16;2;0;36;6;8;1;D66;GL;VVD;90;45;45;15;5;35;25;15;50;30;10;60;35;10;5;5;1,6;50;15;;;;35;;;;80;20;30;50;;278;830;1590
Amsterdam;;;219  9e Montessorischool De Scholekster;1073TE;52,35152209;4,897081755;1485;2569;0,578045932;0;0;1;2;253;132;86;102;26;285;9;334;6;103;23;1;4;54;23;4;1;0;8;0;1;27;8;6;1;GL;D66;VVD;45;15;30;;10;25;5;5;70;10;20;30;20;10;;;1,4;25;25;;;;;;;;50;50;10;25;;272;1010;1790
Amsterdam;;;221  Sportcentrum De Pijp;1072RD;52,34960863;4,892408604;1219;1403;0,868852459;0;1;0;6;175;100;71;100;28;209;17;283;0;99;19;0;3;67;11;1;0;0;5;1;0;27;8;6;1;GL;D66;VVD;60;25;35;;10;25;15;10;50;10;40;35;25;5;;5;1,7;35;;;;;35;;;;70;30;20;35;;250;910;1780
Amsterdam;;;223  d'Oude Raai;1072MA;52,34912262;4,891670029;1178;1286;0,916018663;0;1;0;5;229;98;64;95;45;252;8;185;2;96;25;1;0;34;13;0;0;1;4;1;0;23;6;1;8;D66;VVD;GL;90;25;65;;;;5;80;80;20;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;224  Apollohal;1077BA;52,34907807;4,883365173;948;778;1;1;0;0;1;345;94;32;17;42;215;11;121;2;28;5;1;3;8;18;0;0;1;2;0;0;1;1;6;8;VVD;D66;GL;20;10;5;5;;5;;;40;60;;5;;;;;2,7;5;5;;;;;;;;;;;;;1547;;4510
Amsterdam;;;226  Cornelis Vrijschool;1071CW;52,35940445;4,879761939;1118;1030;1;1;0;0;2;377;98;27;24;34;254;12;203;3;49;7;0;1;1;19;2;0;1;5;0;0;0;1;6;8;VVD;D66;GL;15;10;5;;;5;;;;80;;5;;;;;2,3;10;10;;;;;;;;;;;10;;671;;
Amsterdam;;;228  Oud-Katholieke Kerk;1071XA;52,35388184;4,8833788;1418;1572;0,902035623;0;1;0;1;408;117;24;51;25;361;15;271;1;100;4;2;2;8;17;0;0;0;6;0;0;4;1;6;8;VVD;D66;GL;90;40;50;10;5;30;25;15;60;30;;55;35;10;;10;1,6;55;55;;;;;;;;60;40;;55;5;365;1060;2000
Amsterdam;;;229  De Coenen;1071WG;52,35242526;4,88103251;935;1057;0,884578997;0;1;0;1;143;135;35;49;23;232;11;208;1;59;10;0;1;4;16;0;0;1;5;0;0;2;6;8;1;D66;GL;VVD;85;55;30;;;5;40;40;60;20;20;30;15;10;;;1,5;30;30;;;;;;;;;;;30;;433;1360;1860
Amsterdam;;;230  De Coenen;1071WG;52,35242526;4,88103251;904;1060;0,852830189;0;1;0;0;158;133;18;58;23;219;6;188;2;59;9;0;0;9;12;0;0;1;2;0;0;6;6;8;1;D66;GL;VVD;85;55;30;;;5;40;40;60;20;20;30;15;10;;;1,5;30;30;;;;;;;;;;;30;;433;1360;1860
Amsterdam;;;231  Hildebrand van Loonschool;1071LR;52,35465172;4,877952607;1011;1457;0,693891558;0;1;0;1;322;110;26;17;45;256;13;146;0;48;1;0;0;1;18;0;0;2;1;0;0;2;1;6;8;VVD;D66;GL;25;10;15;5;;5;;10;50;50;;10;;5;;;2;15;15;;;;;;;;;80;;15;;634;2530;3360
Amsterdam;;;232  Obrechtkerk;1071KM;52,35598084;4,875183552;1734;1515;1;1;0;0;3;600;150;32;37;77;437;8;264;2;76;8;0;6;0;25;2;0;3;3;0;1;3;1;6;8;VVD;D66;GL;20;15;5;;;5;;;60;30;;10;10;;;;1,8;10;10;;;;;;;;;60;;10;;660;1540;4700
Amsterdam;;;233  Gymzaal Nicolaas Maesschool;1071RH;52,35374999;4,875912705;1050;1003;1;1;0;0;0;306;127;18;40;36;243;8;172;1;61;9;0;4;5;10;0;0;0;6;0;0;3;1;6;8;VVD;D66;GL;45;25;15;10;;15;15;;60;30;10;25;15;;;5;1,8;20;20;;;;;;;;50;50;;15;;890;2420;4610
Amsterdam;;;236  Dansschool Oostveen;1075XL;52,35473814;4,855201255;866;1413;0,612880396;0;0;1;1;205;72;31;30;37;238;8;144;2;54;12;0;2;1;16;1;0;0;5;0;0;8;6;1;8;D66;VVD;GL;25;15;10;;;15;10;;70;20;;20;15;;;;1,3;15;10;10;;;;;;;50;50;;15;;313;1060;2250
Amsterdam;;;237  Basisschool Elout;1075NS;52,35045201;4,859146268;1324;1520;0,871052632;0;1;0;1;303;109;59;78;41;260;18;244;3;75;25;1;2;56;20;0;0;0;5;0;2;17;1;6;8;VVD;D66;GL;35;15;15;10;;15;;;50;;50;15;10;;;5;2,2;15;15;;;;;;;;;;;15;;301;1050;2160
Amsterdam;;;239  De Derde Schinkel;1075TJ;52,35295938;4,8554614;909;1193;0,761944677;0;1;0;0;237;53;30;38;27;236;10;169;1;63;15;0;1;5;9;0;0;1;7;0;0;4;1;6;8;VVD;D66;GL;40;15;25;5;5;15;10;;70;20;;20;10;5;;5;1,8;20;20;;;;;;;;80;30;5;15;;279;1060;2260
Amsterdam;;;240  Flatgebouw Baarsstraat;1075RV;52,34978797;4,854773717;951;1250;0,7608;0;1;0;1;170;58;49;63;28;228;15;182;1;68;22;0;3;22;17;2;0;3;2;2;0;15;6;8;1;D66;GL;VVD;60;25;35;;;15;20;25;70;10;30;45;35;10;;;1,3;45;15;;;;;25;;;90;10;40;45;;276;810;1640
Amsterdam;;;241  Gymzaal De Kleine Nicolaas;1075NL;52,3514263;4,862740461;1649;2094;0,787488061;0;1;0;1;529;149;41;48;57;411;16;232;2;98;12;0;4;15;19;0;0;2;3;0;0;10;1;6;8;VVD;D66;GL;55;30;25;10;5;10;15;10;40;30;40;20;5;;;10;2,6;20;20;;;;;;;;80;20;15;15;;529;1390;2040
Amsterdam;;;243  Hervormd Lyceum Zuid;1077HE;52,3482863;4,878053816;1138;1129;1;1;0;0;0;452;81;35;19;63;291;11;114;2;31;7;0;2;9;17;0;1;0;0;0;0;3;1;6;8;VVD;D66;GL;15;10;5;;;;;;50;;;10;;;;;1,9;10;10;;;;;;;;;;;5;;737;2440;
Amsterdam;;;244  St. Ignatius Gymnasium;1077LH;52,34981592;4,875071539;889;1125;0,790222222;0;1;0;2;327;87;17;18;37;218;3;118;0;33;6;2;0;2;15;0;0;2;2;0;0;2;1;6;8;VVD;D66;GL;30;10;20;15;;10;;;60;20;20;10;;;;5;3,2;10;10;;;;;;;;;;;;;1042;2890;
Amsterdam;;;246  Huis van de Wijk Olympus;1076RT;52,34680481;4,862655013;1125;1499;0,750500334;0;1;0;10;152;101;91;109;38;189;15;217;1;83;24;2;3;40;13;0;1;4;11;1;0;26;8;6;1;GL;D66;VVD;75;40;35;15;10;25;20;5;20;30;50;40;20;5;10;;1,9;35;35;;;;;;;;100;;;35;;260;1010;1570
Amsterdam;;;247  Willem de Zwijgerkerk;1076VX;52,34898625;4,862632032;1344;1375;0,977454545;1;0;0;2;267;114;86;88;38;234;24;246;2;114;28;0;5;26;30;0;3;4;12;1;0;16;1;8;6;VVD;GL;D66;35;20;15;;;25;10;;80;;;25;20;5;;;1,4;25;25;;;;;;;;50;50;5;25;;274;810;1870
Amsterdam;;;249  Olympiaschool;1076BN;52,34324505;4,863251404;1144;1519;0,753127057;0;1;0;1;312;91;49;58;29;278;7;183;1;75;18;2;3;8;18;0;0;1;3;0;0;6;1;6;8;VVD;D66;GL;55;25;30;20;;15;10;5;80;20;;20;5;5;;10;2,5;20;20;;;;;;;;40;70;;10;;750;1660;3130
Amsterdam;;;250  Olympisch Stadion;1076DE;52,34348532;4,853992031;1204;1781;0,676024705;0;1;0;1;355;81;54;40;37;309;9;204;0;62;10;0;2;9;14;1;1;0;6;0;0;8;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;252  Bibliotheek Olympisch Kwartier;1076DN;52,34524629;4,855489759;1494;1427;1;1;0;0;1;480;99;51;71;70;307;14;214;1;60;27;0;1;40;29;0;1;1;3;1;0;19;1;6;8;VVD;D66;GL;175;85;90;55;5;85;20;10;50;40;20;70;15;15;;30;2,5;70;;;;;;;70;;100;;;70;5;487;0;3090
Amsterdam;;;253  Hilton Hotel - hoofdingang;1077BG;52,3512916;4,871571599;1600;1275;1;1;0;0;0;637;128;33;30;82;373;18;190;2;57;6;0;3;1;23;0;0;0;11;1;0;4;1;6;8;VVD;D66;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amsterdam;;;256  Dansschool Oostveen;1075XL;52,35473814;4,855201255;839;1421;0,590429275;0;0;1;3;218;65;38;22;24;236;10;145;1;50;8;0;0;3;10;0;1;1;5;0;0;2;6;1;8;D66;VVD;GL;25;15;10;;;15;10;;70;20;;20;15;;;;1,3;15;10;10;;;;;;;50;50;;15;;313;1060;2250
Amsterdam;;;257  Portocabin Theophile de Bockstraat;1058TW;52,35475541;4,85042313;3270;2582;1;1;0;0;3;721;224;169;120;100;783;42;655;4;279;40;1;10;29;44;1;0;2;22;4;1;17;6;1;8;D66;VVD;GL;45;15;30;5;;15;15;5;70;20;20;30;15;5;5;;1,6;25;25;;;;;;;;;;;25;;234;1000;2020
Amsterdam;;;262  HoofdKwartier;1059ED;52,35055344;4,850652087;1599;1532;1;1;0;0;4;402;103;77;68;56;426;9;277;0;102;16;1;0;18;16;0;0;0;9;0;1;13;6;1;8;D66;VVD;GL;50;20;30;5;;20;15;10;60;30;20;30;15;5;;5;1,8;30;30;;;;;;;;50;40;15;30;;291;1150;2300
Amsterdam;;;263  Tobiasschool;1059VX;52,34945367;4,847041156;1885;2754;0,684458969;0;1;0;4;437;119;90;95;46;438;18;382;2;130;36;0;3;30;29;1;0;1;5;1;2;13;6;1;8;D66;VVD;GL;25;10;15;;;10;5;;60;20;20;15;;5;;;1,9;15;15;;;;;;;;40;60;;15;;273;900;1560
Amsterdam;;;268  Pastorie Vredeskerk;1072JT;52,35029675;4,889576785;1353;1599;0,846153846;0;1;0;1;318;79;51;74;28;339;17;287;0;85;17;3;0;17;17;0;1;0;8;0;1;11;6;1;8;D66;VVD;GL;65;30;35;10;10;35;10;5;70;20;20;40;25;5;;5;1,6;35;35;;;;;;;;40;60;;35;;233;810;1800
Amsterdam;;;269  Vrijburg;1077WE;52,3461938;4,883170651;844;1569;0,537922243;0;0;1;0;280;90;33;12;28;206;9;118;1;41;3;0;4;0;14;0;0;0;4;0;0;1;1;6;8;VVD;D66;GL;20;5;10;;;;;5;70;;;10;;;;;2,1;5;5;;;;;;;;;;;;;1205;2470;4270
Amsterdam;;;270  Anne Frankschool;1078VJ;52,34255746;4,893237016;1743;1693;1;1;0;0;2;413;169;61;58;73;439;19;309;4;113;24;1;4;12;26;0;0;0;6;2;1;9;6;1;8;D66;VVD;GL;40;15;20;10;;20;5;;80;;20;15;;5;;5;2,3;15;15;;;;;;;;;;;15;;349;1550;2210
Amsterdam;;;271  Knijn Bowling;1078GR;52,34454909;4,890357026;1587;1460;1;1;0;0;1;440;115;64;54;61;445;19;239;2;80;15;2;3;11;24;0;0;0;4;1;1;4;6;1;8;D66;VVD;GL;20;10;10;;;5;5;5;80;;30;15;10;;;;1,4;15;15;;;;;;;;;;;15;;352;1210;1680
Amsterdam;;;272  Centrum Karunika;1078TB;52,34745032;4,908341652;2036;3098;0,657198192;0;1;0;2;306;165;105;137;60;447;19;424;1;154;34;4;4;94;26;0;0;4;12;0;0;36;6;8;1;D66;GL;VVD;15;5;10;;;10;;;80;;;10;10;;;;1,5;10;5;;;;;;;;;;;10;;240;1150;2190
Amsterdam;;;274  School De Rivieren - gebouw Het Viertje;1079EM;52,34396001;4,902262248;1406;1511;0,930509596;0;1;0;1;275;127;56;86;57;337;14;287;1;78;22;2;2;19;18;1;0;1;10;0;3;9;6;8;1;D66;GL;VVD;25;10;10;;;15;5;;70;20;;20;15;;;;1,2;20;20;;;;;;;;;90;;20;;231;790;1560
Amsterdam;;;275  SBO Kolom/Meander;1079GT;52,34365491;4,904578877;1095;1356;0,807522124;0;1;0;7;229;49;56;49;47;272;7;239;0;84;19;0;3;8;21;0;1;1;7;0;0;2;6;8;1;D66;GL;VVD;30;15;15;5;;10;;5;40;40;20;15;;;;;2,2;10;10;;;;;;;;;70;;10;;278;1210;1900
Amsterdam;;;276  Spinoza20first;1079RL;52,33965363;4,905285238;2140;3271;0,654234179;0;1;0;2;481;169;115;116;45;502;18;422;1;173;35;1;2;15;17;0;0;2;6;0;3;14;6;1;8;D66;VVD;GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
